chapter,sentence
jeff104.pdf,"To enhance the image of this long-awaited friend in my imagination, I don’t want to jot down the facts in this diary the way most people would do, but I want the diary to be my friend, and I’m going to call this friend ‘Kitty’.listless with no energy or interest confide to tell personal things privately to a person that one trusts Reprint 2024-25 51 From the Diary of Anne FrankOral Comprehension Check 1.What makes writing in a diary a strange experience for Anne Frank?"
jeff104.pdf,2.Why does Anne want to keep a diary?
jeff104.pdf,3.Why did Anne think she could confide more in her diary than in people?
jeff104.pdf,"Since no one would understand a word of my stories to Kitty if I were to plunge right in, I’d better provide a brief sketch of my life, much as I dislike doing so."
jeff104.pdf,"My father , the most adorable father I’ve ever seen, didn’t marry my mother until he was thirty-six and she was twenty-five."
jeff104.pdf,"My sister , Mar got, was bor n in Frankfurt in Germany in 1926."
jeff104.pdf,I was born on 12 June 1929.
jeff104.pdf,I lived in Frankfurt until I was four .
jeff104.pdf,My father emigrated to Holland in 1933.
jeff104.pdf,"My mother , Edith Hollander Frank, went with him to Holland in September , while Mar got and I wer e sent to Aachen to stay with our grandmother ."
jeff104.pdf,"Mar got went to Holland in December , and I followed in February, when I was plunked down on the table as a birthday present for Margot."
jeff104.pdf,I started right away at the Montessori nursery school.
jeff104.pdf,"I stayed there until I was six, at which time I started in the first form."
jeff104.pdf,"In the sixth form my teacher was Mrs Kuperus, the headmistress."
jeff104.pdf,At the end of the year we were both in tears as we said a heartbreaking farewell.
jeff104.pdf,"In the summer of 1941 Grandma fell ill and had to have an operation, so my birthday passed with little celebration."
jeff104.pdf,Grandma died in January 1942.
jeff104.pdf,No one knows how often I think of her and still love her .
jeff104.pdf,"This birthday celebration in 1942 was intended to make up for the other , and Grandma’s candle was lit along with the rest."
jeff104.pdf,"The four of us are still doing well, and that brings me to the present date of 20 June 1942, and the solemn dedication of my diary."
jeff104.pdf,Oral Comprehension Check 1.Why does Anne provide a brief sketch of her life?
jeff104.pdf,"2.What tells you that Anne loved her grandmother?plunked down (an informal word) put down in a casual way Reprint 2024-25 52First FlightSaturday, 20 June 1942 Dearest Kitty, Our entire class is quaking in its boots."
jeff104.pdf,"The reason, of course, is the forthcoming meeting in which the teachers decide who’ll move up to the next form and who’ll be kept back."
jeff104.pdf,Half the class is making bets.
jeff104.pdf,G.N.
jeff104.pdf,"and I laugh ourselves silly at the two boys behind us, C.N."
jeff104.pdf,"and Jacques, who have staked their entire holiday savings on their bet."
jeff104.pdf,"From mor ning to night, it’s “Y ou’re going to pass”, “No, I’m not”, “Y es, you ar e”, “No, I’m not”."
jeff104.pdf,Even G.’s pleading glances and my angry outbursts can’t calm them down.
jeff104.pdf,"If you ask me, there are so many dummies that about a quarter of the class should be kept back, but teachers are the most unpredictable creatures on earth."
jeff104.pdf,I’m not so worried about my girlfriends and myself.
jeff104.pdf,W e’ll make it.
jeff104.pdf,The only subject I’m not sur e about is maths.
jeff104.pdf,"Anyway, all we can do is wait."
jeff104.pdf,"Until then, we keep telling each other not to lose heart."
jeff104.pdf,I get along pretty well with all my teachers.
jeff104.pdf,"There are nine of them, seven men and two women."
jeff104.pdf,"Mr Keesing, the old fogey who teaches maths, was annoyed with me for ages because I talked so much."
jeff104.pdf,"After several warnings, he assigned me extra homework."
jeff104.pdf,"An essay on the subject, ‘A Chatterbox’."
jeff104.pdf,A chatterbox — what can you write about that?
jeff104.pdf,"I’d worry about that later , I decided."
jeff104.pdf,"I jotted down the title in my notebook, tucked it in my bag and tried to keep quiet."
jeff104.pdf,"That evening, after I’d finished the rest of my homework, the note about the essay caught my eye."
jeff104.pdf,I began thinking about the subject while chewing the tip of my fountain pen.
jeff104.pdf,"Anyone could ramble on and leave big spaces between the words, but the trick was to come up with convincing arguments to prove the necessity of talking."
jeff104.pdf,"I thought and thought, and suddenly I had an idea."
jeff104.pdf,I wrote the three pages Mr Keesing had assigned me and was satisfied.
jeff104.pdf,"I argued that talking is a student’s trait and that I would do my best to keep it under control,old fogey an old-fashioned person ramble on talk or write aimlessly for long convincing argument a statement made in such a manner that people believe itquaking in its boots shaking with fear and nervousness Reprint 2024-25 53 From the Diary of Anne Frank but that I would never be able to cure myself of the habit since my mother talked as much as I did if not more, and that there’s not much you can do about inherited traits."
jeff104.pdf,"Mr Keesing had a good laugh at my arguments, but when I proceeded to talk my way through the next lesson, he assigned me a second essay."
jeff104.pdf,This time it was supposed to be on ‘An Incorrigible Chatterbox’.
jeff104.pdf,"I handed it in, and Mr Keesing had nothing to complain about for two whole lessons."
jeff104.pdf,"However , during the thir d lesson he’d finally had enough."
jeff104.pdf,"“Anne Frank, as punishment for talking in class, write an essay entitled — ‘Quack, Quack, Quack, Said Mistress Chatterbox’.”incorrigible something that cannot be corrected (usually a bad quality)inherited traits qualities (physical or mental) that one gets from one’s parents The class roared."
jeff104.pdf,"I had to laugh too, though I’d nearly exhausted my ingenuity on the topic of chatterboxes."
jeff104.pdf,"It was time to come up with something else, something original."
jeff104.pdf,"My friend, Sanne, who’s good at poetry, offered to help me write the essay from beginning to end in verse and I jumped for joy."
jeff104.pdf,"Mr Keesing was trying to play a joke on me with this ridiculous subject, but I’d make sure the joke was on him."
jeff104.pdf,"I finished my poem, and it was beautiful!"
jeff104.pdf,It was about a mother duck and a father swan with three baby ducklings who were bitten to death by the father because they quacked too much.
jeff104.pdf,"Luckily, Mr Keesing took the joke the right way."
jeff104.pdf,"He read theingenuity originality and inventiveness Reprint 2024-25 54First Flightpoem to the class, adding his own comments, and to several other classes as well."
jeff104.pdf,Since then I’ve been allowed to talk and haven’t been assigned any extra homework.
jeff104.pdf,"On the contrary, Mr Keesing’s always making jokes these days."
jeff104.pdf,"Yours, Anne [Extracted fr om The Diary of a Y oung Girl , with slight adaptation] Oral Comprehension Check 1.Why was Mr Keesing annoyed with Anne?"
jeff104.pdf,What did he ask her to do?
jeff104.pdf,2.How did Anne justify her being a chatterbox in her essay?
jeff104.pdf,3.Do you think Mr Keesing was a strict teacher?
jeff104.pdf,4.What made Mr Keesing allow Anne to talk in class?
jeff104.pdf,1.Was Anne right when she said that the world would not be inter ested in the musings of a thirteen-year -old girl?
jeff104.pdf,2.There are some examples of diary or jour nal entries in the ‘Befor e You Read’ section.
jeff104.pdf,Compare these with what Anne writes in her diary.
jeff104.pdf,What language was the diary originally written in?
jeff104.pdf,In what way is Anne’s diary different?
jeff104.pdf,3.Why does Anne need to give a brief sketch about her family?
jeff104.pdf,Does she treat ‘Kitty’ as an insider or an outsider?
jeff104.pdf,"4.How does Anne feel about her father , her grandmother , Mrs Kuperus and Mr Keesing?"
jeff104.pdf,What do these tell you about her?
jeff104.pdf,5.What does Anne write in her first essay?
jeff104.pdf,6.Anne says teachers are most unpredictable.
jeff104.pdf,Is Mr Keesing unpredictable?
jeff104.pdf,How?
jeff104.pdf,7.What do these statements tell you about Anne Frank as a person?
jeff104.pdf,"(i)We don’t seem to be able to get any closer , and that’s the pr oblem."
jeff104.pdf,Maybe it’s my fault that we don’t confide in each other .
jeff104.pdf,"(ii)I don’t want to jot down the facts in this diary the way most people would, but I want the diary to be my friend."
jeff104.pdf,"(iii)Margot went to Holland in December , and I followed in February, when I was plunked down on the table as a birthday present for Margot."
jeff104.pdf,"(iv)If you ask me, there are so many dummies that about a quarter of the class should be kept back, but teachers are the most unpredictable creatures on earth."
jeff104.pdf,"Reprint 2024-25 55 From the Diary of Anne Frank (v)Anyone could ramble on and leave big spaces between the words, but the trick was to come up with convincing arguments to prove the necessity of talking."
jeff104.pdf,I.Look at the following words.
jeff104.pdf,headmistress long-awaited homework notebook stiff-backed outbursts These words are compound words.
jeff104.pdf,They are made up of two or more words.
jeff104.pdf,"Compound words can be: •nouns: headmistress, homework, notebook, outbursts •adjectives: long-awaited, stiff-backed •verbs: sleep-walk, baby-sit Match the compound words under ‘A’ with their meanings under ‘B’."
jeff104.pdf,Use each in a sentence.
jeff104.pdf,"1.Heartbreaking –obeying and respecting the law 2.Homesick –think about pleasant things, forgetting about the present 3.Blockhead –something produced by a person, machine or organisation 4.Law-abiding –producing great sadness 5.Overdo –an occasion when vehicles/machines stop working 6.Daydream –an informal word which means a very stupid person 7.Breakdown –missing home and family very much 8.Output –do something to an excessive degreeA B II.Phrasal V erbs A phrasal verb is a verb followed by a preposition or an adverb."
