rid,origin,application,name,rating,date,review,sentiment-score,sentiment,key phrases,entities
728,Google Play Store,Bidvest Bank,ndumiso batali,5,29/08/2021 00:00:00,easy to use the app,0.919732570648194,Postive,"app,",NULL
729,Google Play Store,Bidvest Bank,bamphitlhetse mokotedi,5,29/08/2021 00:00:00,user friendly,0.969902276992798,Postive,"user friendly,",NULL
730,Google Play Store,Bidvest Bank,Mandisa Mbulawa,5,29/07/2021 00:00:00,Very good,0.969902276992798,Postive,,NULL
731,Google Play Store,Bidvest Bank,Razzie XTC,2,29/07/2021 00:00:00,"Firstly, we need a mark all as read option on the notifications tab. Secondly the Easy Equities interface is just rubbish. Everytime you go ""back"" it takes you to the main screen and you have to start whatever search you were doing from scratch",0.176953136920929,Negative,"Everytime,scratch,mark,main screen,option,rubbish,Easy Equities interface,notifications,",NULL
732,Google Play Store,Bidvest Bank,Nathalie Kasilembo,5,29/07/2021 00:00:00,Awesome,0.969902276992798,Postive,,NULL
733,Google Play Store,Bidvest Bank,Phoom Phoom,5,29/07/2021 00:00:00,Excellent,0.969902276992798,Postive,,NULL
734,Google Play Store,Bidvest Bank,alain kisasu,5,29/07/2020 00:00:00,Great app and easy to use for a simplified way of banking,0.978071093559265,Postive,"Great app,simplified way of banking,",NULL
735,Google Play Store,Bidvest Bank,Lupholiwani Liwani,5,29/07/2020 00:00:00,so good so sweet..it changing my life to a batter situation. I love it!,0.964370489120484,Postive,"batter situation,life,",NULL
736,Google Play Store,Bidvest Bank,Kabo Mosadi,5,29/07/2020 00:00:00,"Exceptional This is the best banking App, I have suggested it to lot of my friends. unfortunately the traditional banks are losing customers because of their greedy, lack of customer interaction, UNAUTHORIZED DEBIT ORDER - over nd over again. The other commercial banks never invite an ordinary customer to come and invest, instead they want to give you credit and more credit to prove that they only care about their profit.",0.929808855056763,Postive,"profit,friends,lot,care,best banking App,customers,UNAUTHORIZED DEBIT ORDER,lack of customer interaction,traditional banks,commercial banks,ordinary customer,credit,",NULL
738,Google Play Store,Bidvest Bank,siphamandla hoho,4,29/07/2020 00:00:00,Good app to manage money.,0.191760092973709,Negative,"money,Good app,",NULL
739,Google Play Store,Bidvest Bank,Brandon Bruintjies,4,29/07/2020 00:00:00,Card unable to register on snapscan,0.100887894630432,Negative,"snapscan,Card unable,",NULL
740,Google Play Store,Bidvest Bank,thabiso ramodiba,5,29/07/2019 00:00:00,excellent,0.969902276992798,Postive,,NULL
741,Google Play Store,Bidvest Bank,Lee de Villepin,5,29/07/2019 00:00:00,Always great.,0.941421627998352,Postive,,NULL
742,Google Play Store,Bidvest Bank,mark tebogo,5,29/06/2021 00:00:00,Nice,0.969902276992798,Postive,,NULL
737,Google Play Store,Bidvest Bank,Hloney L. Mogajane,1,29/07/2020 00:00:00,the app is basic and not friendly enough. specifically on the internal tranfer. one is not sure what is giing to happen. but for basic use its really good and no complication.,0.0168575644493103,Negative,"giing,internal tranfer,app,complication,basic use,",NULL
743,Google Play Store,Bidvest Bank,Elaine Du Preez,1,29/06/2020 00:00:00,"Hi, the App cannot run on my device and I have a Samsung S6??? It worked before, but when it updated it stopped working",0.139394462108612,Negative,"App,Samsung S6,device,",NULL
744,Google Play Store,Bidvest Bank,ATN Dollie,2,29/04/2019 00:00:00,i cannot access the mobile app. Have been trying for the last 3 months and have been in contact with your service dept. so often without any feedback They are pathetic and appear to be totally inept and probably not qualified. The branch staff are excellent but the backup service appear to be non-existent. How much longet must I wait for this problem to be fixed.,0.00000143051147460938,Negative,"months,problem,longet,feedback,contact,branch staff,backup service,",NULL
745,Google Play Store,Bidvest Bank,Joseph Tshisuaka,4,29/03/2021 00:00:00,nice app though I still cannot access my statements and tax certificates on the easy equities platform. Please look into this.,0.0315889418125153,Negative,"nice app,statements,easy equities platform,tax certificates,",NULL
746,Google Play Store,Bidvest Bank,Takalani Makhera,5,29/03/2021 00:00:00,I m very impressed,0.943269729614258,Postive,,NULL
747,Google Play Store,Bidvest Bank,Director Ghi,5,29/03/2021 00:00:00,Great,0.969902276992798,Postive,,NULL
748,Google Play Store,Bidvest Bank,Cornelius De Reuck,4,29/03/2021 00:00:00,"Every thing is great on the app, just need the funtion to send money to a cell number or ATM.",0.227317601442337,Negative,"thing,cell number,funtion,money,app,",NULL
749,Google Play Store,Bidvest Bank,Hannes Wentzel,5,29/03/2021 00:00:00,Good,0.969902276992798,Postive,,NULL
750,Google Play Store,Bidvest Bank,Ernst Nel,5,29/03/2021 00:00:00,Good,0.969902276992798,Postive,,NULL
751,Google Play Store,Bidvest Bank,Khanyisa Faku,1,29/01/2021 00:00:00,This app always has a disfunction. Everytime I have to uninstall and install again in order for me to be able to access it. It is very much an inconvenience.,0.00798571109771728,Negative,"Everytime,inconvenience,order,disfunction,app,",NULL
752,Google Play Store,Bidvest Bank,Desiree Bean,5,28/12/2021 00:00:00,Good,0.969902276992798,Postive,,NULL
753,Google Play Store,Bidvest Bank,Thabang Masango,1,28/12/2021 00:00:00,"This app is not working on the investments part, especially when ur trying to buy shares nd equities. It transferes me to login thousand times nxhhh!!!.",0.00108006596565247,Negative,"app,investments,times nxhhh,login,shares nd equities,ur,",NULL
754,Google Play Store,Bidvest Bank,Patrick Bukasa,1,28/11/2021 00:00:00,"App keeps crashing, it doesnt open. It has been like this for 2 months now. Even the latest version downloaded today did the same thing!",0.0367740988731384,Negative,"months,thing,latest version,doesnt open,crashing,App,",NULL
755,Google Play Store,Bidvest Bank,Dada Bigo baraka,5,28/11/2021 00:00:00,The best,0.941421627998352,Postive,"best,",NULL
756,Google Play Store,Bidvest Bank,STEVE MASHEGO,5,28/11/2021 00:00:00,Best bank with financial services,0.953947186470032,Postive,"financial services,Best bank,",NULL
757,Google Play Store,Bidvest Bank,SUNGANO MUDOMBI,3,28/11/2020 00:00:00,The app is slow to open and thus consumes too much data before getting active.,0.0112484991550446,Negative,"data,app,",NULL
783,Google Play Store,Bidvest Bank,Oluwatobi Similoluwa,5,27/12/2018 00:00:00,Fast and honest transactions,0.861785173416138,Postive,"honest transactions,",NULL
784,Google Play Store,Bidvest Bank,Siyanda Klaas,4,27/11/2020 00:00:00,It's Great,0.950366318225861,Postive,,NULL
758,Google Play Store,Bidvest Bank,Carla Brits,1,28/11/2019 00:00:00,"The app is VERY poor!!!!! It doesn't want to open. I'm struggling for about 3 weeks now and it is not the network, because ALL the other apps are opening...",0.0000274479389190674,Negative,"weeks,apps,network,",NULL
759,Google Play Store,Bidvest Bank,Simphiwe Malaza,1,28/11/2019 00:00:00,The app is slow The app does not always open I am not able to access the app as it keeps closing I have the latest version. I do not like this app and that is where I usually transact.,0,Negative,"latest version,app,",NULL
760,Google Play Store,Bidvest Bank,Yvonne Chamane,4,28/11/2018 00:00:00,"Best App, just that we need short code to do other things as well.",0.790120422840118,Postive,"Best App,things,short code,",NULL
761,Google Play Store,Bidvest Bank,katlego wellcome sekhaulelo,2,28/10/2021 00:00:00,"Don't update, it will stop working !!!",0.026052862405777,Negative,,NULL
762,Google Play Store,Bidvest Bank,Daniel Mbulelo Tsoni,5,28/10/2021 00:00:00,Exceptional,0.969902276992798,Postive,,NULL
763,Google Play Store,Bidvest Bank,Vincent Nkabinde,5,28/10/2021 00:00:00,Very much user-friendly i like it.,0.933799624443054,Postive,"user-friendly i,",NULL
764,Google Play Store,Bidvest Bank,AdBanD mAuriCe,1,28/10/2021 00:00:00,"When a transaction failed this Bank deduct 7rand ,yesterday i lost 100 rands as card rejection fee that sucks",0.000941246747970581,Negative,"Bank,transaction,card rejection fee,rands,",NULL
765,Google Play Store,Bidvest Bank,Gareth Basson,1,28/09/2021 00:00:00,Every single version of this app never works. Can't take this bank seriously with a useless online banking platform.,0.0541552007198334,Negative,"app,single version,useless online banking platform,",NULL
766,Google Play Store,Bidvest Bank,Brian Motumisiz,1,28/09/2021 00:00:00,The app is absolutely useless. It doesn't work. Now I have now way of checking on my account. It's unbelievable. Even there online banking is working,0.000104069709777832,Negative,"online banking,app,account,way of checking,",NULL
767,Google Play Store,Bidvest Bank,edzisani muthelo,1,28/09/2021 00:00:00,The app doesn't open when you really need it,0.0120754539966583,Negative,"app,",NULL
768,Google Play Store,Bidvest Bank,Nomalungelo Jantjies,2,28/09/2021 00:00:00,"I am experiencing all the problems, experienced by other people, as a result I am thinking whether it is worthwhile to have. I have. been trying to install it again for the past 3 days . I have data and WiFi..The old version was much better..",0.987506151199341,Postive,"problems,result,days,data,people,WiFi,old version,",NULL
769,Google Play Store,Bidvest Bank,Dimitriii Nkanka,5,28/09/2021 00:00:00,Awesome app,0.894477844238281,Postive,"Awesome app,",NULL
770,Google Play Store,Bidvest Bank,Sylvia Mdluli,5,28/09/2021 00:00:00,App not able to run on device,0.5,Postive,"device,App,",NULL
771,Google Play Store,Bidvest Bank,Terrynaishejuma Terrynaishejuma,5,28/09/2021 00:00:00,Best,0.969902276992798,Postive,,NULL
772,Google Play Store,Bidvest Bank,Izaan Moolman,2,28/09/2021 00:00:00,Not so great I have to update this app EVERYTIME I make use of it. Irrespective of the update downloaded already. This is very frustrating.,0.00132271647453308,Negative,"use,app EVERYTIME,update,",NULL
773,Google Play Store,Bidvest Bank,Lario Samuels,3,28/09/2021 00:00:00,Looks good nice smooth Lario,0.966286420822144,Postive,"good nice smooth Lario,",NULL
774,Google Play Store,Bidvest Bank,Sandile Vezi,5,28/09/2021 00:00:00,Great app.,0.935216546058655,Postive,,NULL
775,Google Play Store,Bidvest Bank,Yvonne Viera,5,28/08/2021 00:00:00,Exellent,0.969902276992798,Postive,"Exellent,",NULL
776,Google Play Store,Bidvest Bank,Linette Robinson,1,28/08/2020 00:00:00,Cant log in useless,0.00315392017364502,Negative,"log,",NULL
780,Google Play Store,Bidvest Bank,Mongamele Mzangwe,4,28/06/2019 00:00:00,"Perfect Banking App, wish you could access even when out of data",0.0250552296638489,Negative,"data,Perfect Banking App,",NULL
777,Google Play Store,Bidvest Bank,Musa Daud,3,28/08/2020 00:00:00,Standard bank's app allows you to log in even without data. But not this one. Mobile banking app is same like using atm machine. You don't need data. What if i don't have data at that particular time and I want to work on my account?,0.00365591049194336,Negative,"account,particular time,atm machine,Standard banks app,Mobile banking app,data,",NULL
778,Google Play Store,Bidvest Bank,NG Mariti,1,28/07/2021 00:00:00,"Just waiting for bidvest to delete my account... was good until i got bank charges that dont make sense; e.g charged for reaching withdrawal limit, instead of the transaction just failing they charge you even before you update your limits before trying again",0.000436931848526001,Negative,"limits,transaction,account,withdrawal limit,sense,bank charges,dont,",NULL
779,Google Play Store,Bidvest Bank,Sershen Naidoo,1,28/06/2019 00:00:00,"The easy equities part of the app needs a major upgrade. 1. Live pricing updates would be a start 2. User interaction between browsing shares in different categories is tedious, need to go back out and scroll through the categories each and everytime.",0.159542709589005,Negative,"everytime,major upgrade,easy equities,start,Live pricing updates,app,User interaction,browsing shares,different categories,",NULL
781,Google Play Store,Bidvest Bank,Carmen Pasqualle,1,28/01/2020 00:00:00,"Not a good app at all. Cannot log in, correct details entered but it keeps telling me I'm wrong, then locks me out",0.00000214576721191406,Negative,"correct details,good app,",NULL
782,Google Play Store,Bidvest Bank,Alicia Bagley,1,27/12/2021 00:00:00,This app is so unresponsive it is actually ridiculous. It literall will not open. I have tried everything. Total waste of data and time,0.000027388334274292,Negative,"app,literall,time,Total waste of data,",NULL
785,Google Play Store,Bidvest Bank,Tina E,1,27/10/2021 00:00:00,1st I thought that it was my phone that had a problem. Then that it was my network connection that had a problem. To finally realise (after so many attempts) that it was this app. I don't understand what they did to it but it's bad. Fix it.,0.0177051723003387,Negative,"attempts,phone,network connection,problem,",NULL
786,Google Play Store,Bidvest Bank,Annie Andrews,5,27/10/2021 00:00:00,Really easy to use and has all my daily needs readily available. I've been with other banks... Bidvest definitely have their admin systems in check ??,0.964877367019653,Postive,"banks,check,daily needs,Bidvest,admin systems,",NULL
787,Google Play Store,Bidvest Bank,Tanah Rigney,3,27/10/2021 00:00:00,"Transaction history does not appear in the app at all, I have to go online in order to see what transaction appear on my account that are not on the statement yet.",0.00181594491004944,Negative,"order,app,statement,account,Transaction history,",NULL
788,Google Play Store,Bidvest Bank,Anthony Martin Okafor,5,27/10/2021 00:00:00,very good bank,0.97207772731781,Postive,"good bank,",NULL
789,Google Play Store,Bidvest Bank,Kwanele Kunene,1,27/10/2021 00:00:00,I can't update it,0.237188160419464,Negative,,NULL
790,Google Play Store,Bidvest Bank,Malick Ryland,5,27/10/2021 00:00:00,Excellent,0.969902276992798,Postive,,NULL
791,Google Play Store,Bidvest Bank,GREAT,5,27/10/2021 00:00:00,Very good,0.969902276992798,Postive,,NULL
830,Google Play Store,Bidvest Bank,Loraine Robberts,5,17/08/2021 00:00:00,Quick and easy,0.976802885532379,Postive,,NULL
831,Google Play Store,Bidvest Bank,Motlago Mokonyama,1,17/01/2022 00:00:00,We can't download Bivest app,0.233128309249878,Negative,"Bivest app,",NULL
832,Google Play Store,Bidvest Bank,Queen B Lady B,1,16/02/2021 00:00:00,Waste of time,0.032028079032898,Negative,"Waste of time,",NULL
